index,filename,source_hint,kind,timestamp,author,width,height,bytes,duplicate_of,message_id,message_link,original_name,is_pinned,embed_title,embed_url,source_url,content
1,001_2026-05-06_234741_Screenshot_20260507-014653.png,phone screenshot,attachment,2026-05-06T23:47:41.204+03:00,Paladin [Will not DM],864,1207,219840,,1501686917828448277,https://discord.com/channels/1042855255089623100/1501271173588193290/1501686917828448277,Screenshot_20260507-014653.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1501686917392109578/Screenshot_20260507-014653.png?ex=6a89622d&is=6a8810ad&hm=94c4c769ac9c70cbff709c59d5f83ccac1fba79b1dbaae33ed8d06b65225b4a1&,"I have been trading for the past month in journals and here's my progress so far

**25** trades
**22** Wins
**3** BE 
**0** loss

Can track it all in the journal -> https://discord.com/channels/1042855255089623100/1496387902140321885/1501536396127633418

@Paladin Notify"
2,002_2026-05-08_134841_Screenshot_20260508-1547142.png,phone screenshot,attachment,2026-05-08T13:48:41.639+03:00,Paladin [Will not DM],250,86,15993,,1502260952098279615,https://discord.com/channels/1042855255089623100/1501271173588193290/1502260952098279615,Screenshot_20260508-1547142.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1502260952173772830/Screenshot_20260508-1547142.png?ex=6a897e89&is=6a882d09&hm=320074d4eb1c3bbb389503061ff5870fc2cea325b19e2ba91915d2f872b65a0d&,"BTC started moving, you can take 20% @ 80.5k if you want, I'll update whenever I close!"
3,003_2026-05-08_184420_Screenshot_20260508-203512.png,phone screenshot,attachment,2026-05-08T18:44:20.823+03:00,Paladin [Will not DM],386,212,25578,,1502335355628687451,https://discord.com/channels/1042855255089623100/1501271173588193290/1502335355628687451,Screenshot_20260508-203512.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1502335355024703628/Screenshot_20260508-203512.png?ex=6a89c3d4&is=6a887254&hm=4b1f5aaf84f67281e147dcf5430e856552990bb40607f25460ec84ebbe362acb&,"Okay let's treat as our first win 

Closing 50% UNI for 0.7 R move, I'll take personally  fully TP @ 3.7
You can hold till 4

SL @ BE 3.46

@Paladin Notify"
4,004_2026-05-08_194113_Screenshot_20260508-213947.png,phone screenshot,attachment,2026-05-08T19:41:13.533+03:00,Paladin [Will not DM],864,1240,199825,,1502349669571891250,https://discord.com/channels/1042855255089623100/1501271173588193290/1502349669571891250,Screenshot_20260508-213947.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1502349669311709425/Screenshot_20260508-213947.png?ex=6a89d129&is=6a887fa9&hm=6b49c1a0fd9015784e2b5a89f8ce9aae3a36dde2385411349ee01c8de9e39e81&,"Well UNI blew up, I'm fully out here @ 3.7 for around 1.4 R

Think we see 4$ by coming weekend/week

@Paladin Notify"
5,005_2026-05-09_020121_Screenshot_20260509-035346.png,phone screenshot,attachment,2026-05-09T02:01:21.318+03:00,Paladin [Will not DM],864,1171,200716,,1502445332355878943,https://discord.com/channels/1042855255089623100/1501271173588193290/1502445332355878943,Screenshot_20260509-035346.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1502445330833342474/Screenshot_20260509-035346.png?ex=6a898180&is=6a883000&hm=1a344757c19388f66876758c20882fd7b4a1d03f6ac6f4d0b6fa7cd02b40c45c&,"Look at them go, every ALT I mentioned here just popping off even ASTER started moving 🤣

Usually I'm already in too many trades and have to limit myself for giving positions because I feel like people don't care about risk management and jump in all in.

But if I ever mention a coin and you can do some analysis, check them out!"
6,006_2026-05-09_020121_Screenshot_20260509-035429.png,phone screenshot,attachment,2026-05-09T02:01:21.318+03:00,Paladin [Will not DM],863,1177,208450,,1502445332355878943,https://discord.com/channels/1042855255089623100/1501271173588193290/1502445332355878943,Screenshot_20260509-035429.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1502445331261165658/Screenshot_20260509-035429.png?ex=6a898181&is=6a883001&hm=8d18dd993f79e16b2d00820d0ec3f4af901dd77e31e3ab22a9fecf5287cf7260&,"Look at them go, every ALT I mentioned here just popping off even ASTER started moving 🤣

Usually I'm already in too many trades and have to limit myself for giving positions because I feel like people don't care about risk management and jump in all in.

But if I ever mention a coin and you can do some analysis, check them out!"
7,007_2026-05-09_020121_Screenshot_20260509-035449.png,phone screenshot,attachment,2026-05-09T02:01:21.318+03:00,Paladin [Will not DM],864,1150,207579,,1502445332355878943,https://discord.com/channels/1042855255089623100/1501271173588193290/1502445332355878943,Screenshot_20260509-035449.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1502445331609161789/Screenshot_20260509-035449.png?ex=6a898181&is=6a883001&hm=2642be8b6b8703da9920b3975fcb501be682296cc0a62c51621f882266c9c67c&,"Look at them go, every ALT I mentioned here just popping off even ASTER started moving 🤣

Usually I'm already in too many trades and have to limit myself for giving positions because I feel like people don't care about risk management and jump in all in.

But if I ever mention a coin and you can do some analysis, check them out!"
8,008_2026-05-09_020121_Screenshot_20260509-035511.png,phone screenshot,attachment,2026-05-09T02:01:21.318+03:00,Paladin [Will not DM],864,1179,208132,,1502445332355878943,https://discord.com/channels/1042855255089623100/1501271173588193290/1502445332355878943,Screenshot_20260509-035511.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1502445331911147582/Screenshot_20260509-035511.png?ex=6a898181&is=6a883001&hm=5b5546dc7972c4345df639885851fdd50ab68f23e9ec8d05a05ecd09fb8898ab&,"Look at them go, every ALT I mentioned here just popping off even ASTER started moving 🤣

Usually I'm already in too many trades and have to limit myself for giving positions because I feel like people don't care about risk management and jump in all in.

But if I ever mention a coin and you can do some analysis, check them out!"
9,009_2026-05-09_044542_Screenshot_20260509-064308.png,phone screenshot,attachment,2026-05-09T04:45:42.281+03:00,Paladin [Will not DM],609,544,172761,,1502486692232298586,https://discord.com/channels/1042855255089623100/1501271173588193290/1502486692232298586,Screenshot_20260509-064308.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1502486691733049495/Screenshot_20260509-064308.png?ex=6a89a806&is=6a885686&hm=50a87643da2263df4c21d0252cf864d8cf95433b8cd4cd72ee4aa3c607357a82&,"KERNEL TP1 here, next TP @ 0.0673

@Paladin Notify"
10,010_2026-05-09_044832_Screenshot_20260509-064308.png,phone screenshot,attachment,2026-05-09T04:48:32.851+03:00,Paladin [Will not DM],609,544,172761,009_2026-05-09_044542_Screenshot_20260509-064308.png,1502487407654862971,https://discord.com/channels/1042855255089623100/1501271173588193290/1502487407654862971,Screenshot_20260509-064308.png,False,,,https://cdn.discordapp.com/attachments/1501271173588193290/1502487399480037396/Screenshot_20260509-064308.png?ex=6a89a8ae&is=6a88572e&hm=0edb93456f54df50efafac24367dfd367b6e7f71b22e2563646d94c6648d2792&,"All trades running in good profits, take TP whenever you want, don't let them round trip. 

I'll update when I close."
