exit_reason,exit_price,exit_time_utc,r,mfe_r,mae_r,mfe_time_utc,mae_time_utc,position_id,symbol,side,is_btc,has_tp,his_outcome,his_r,his_exit_type,confidence_rank
timeout,0.2487,2026-07-02 14:00:00+00:00,-0.331,0.30030959752321945,-0.4767801857585148,2026-07-01 20:15:00+00:00,2026-07-02 13:15:00+00:00,JUPUSDT-2026-07-01-short,JUPUSDT,short,False,False,win,0.068,manual_close,3
stop,61000.0,2026-07-01 22:15:00+00:00,-1.0,0.5210526315789473,-2.2421052631578946,2026-07-02 00:30:00+00:00,2026-07-02 14:15:00+00:00,BTCUSDT-2026-07-01-short,BTCUSDT,short,True,True,loss,-1.0,stop_loss,3
stop,1690.0,2026-07-02 13:15:00+00:00,-1.0,0.4428571428571461,-3.0953571428571456,2026-07-02 12:30:00+00:00,2026-07-03 10:30:00+00:00,ETHUSDT-2026-07-02-short,ETHUSDT,short,False,True,loss,,stop_loss,2
stop,1735.0,2026-07-03 08:30:00+00:00,-1.0,0.513939393939395,-1.5563636363636333,2026-07-02 16:15:00+00:00,2026-07-03 13:30:00+00:00,ETHUSDT-2026-07-02-short-2,ETHUSDT,short,False,False,breakeven,0.08,breakeven,3
target,1.1269,2026-07-03 18:30:00+00:00,0.605,0.8770864946889227,-0.07435508345978603,2026-07-03 19:15:00+00:00,2026-07-03 00:30:00+00:00,XRPUSDT-2026-07-03-long,XRPUSDT,long,False,True,win,0.607,take_profit,2
stop,1800.0,2026-07-04 17:45:00+00:00,-1.0,0.41708167330677204,-1.1992031872509956,2026-07-04 02:30:00+00:00,2026-07-04 17:45:00+00:00,ETHUSDT-2026-07-04-short,ETHUSDT,short,False,True,unknown,,unknown,2
timeout,210.17,2026-07-05 11:15:00+00:00,-0.213,0.6342376052385409,-0.3695042095416267,2026-07-04 17:30:00+00:00,2026-07-05 10:00:00+00:00,TAOUSDT-2026-07-04-long,TAOUSDT,long,False,False,win,0.553,manual_close,3
timeout,463.05,2026-07-05 20:00:00+00:00,0.236,0.7313807531380726,-0.18535564853556488,2026-07-05 03:30:00+00:00,2026-07-04 21:15:00+00:00,ZECUSDT-2026-07-04-short,ZECUSDT,short,False,False,win,0.655,take_profit,3
timeout,70.405,2026-07-06 10:15:00+00:00,0.44,1.0669023660592822,-0.07234158281207638,2026-07-06 01:00:00+00:00,2026-07-05 11:00:00+00:00,HYPEUSDT-2026-07-05-long,HYPEUSDT,long,False,False,win,0.546,take_profit,3
timeout,0.1046,2026-07-07 09:15:00+00:00,0.375,0.6428571428571447,-0.5,2026-07-06 12:00:00+00:00,2026-07-06 21:00:00+00:00,OPUSDT-2026-07-06-short,OPUSDT,short,False,False,win,0.589,take_profit,3
timeout,0.0635,2026-07-07 09:30:00+00:00,-0.064,0.11535926170072519,-0.09690177982860902,2026-07-06 23:00:00+00:00,2026-07-06 12:00:00+00:00,MEUSDT-2026-07-06-long,MEUSDT,long,False,False,win,0.154,manual_close,3
target,0.19276,2026-07-07 11:00:00+00:00,0.452,0.6305114638447993,-0.5361552028218702,2026-07-07 14:15:00+00:00,2026-07-06 21:00:00+00:00,XLMUSDT-2026-07-06-short,XLMUSDT,short,False,True,win,0.439,take_profit,3
stop,6.752,2026-07-09 06:30:00+00:00,-1.0,0.23795180722891499,-1.171686746987953,2026-07-08 15:00:00+00:00,2026-07-09 07:30:00+00:00,AVAXUSDT-2026-07-08-short,AVAXUSDT,short,False,True,loss,,stop_loss,2
timeout,78.94,2026-07-10 13:45:00+00:00,0.212,0.35510204081632507,-0.14081632653061452,2026-07-10 10:15:00+00:00,2026-07-09 16:15:00+00:00,SOLUSDT-2026-07-09-long,SOLUSDT,long,False,False,breakeven,0.018,breakeven,3
target,64000.0,2026-07-10 02:45:00+00:00,0.503,0.9478397280868012,-0.21759592130204664,2026-07-10 13:45:00+00:00,2026-07-10 00:30:00+00:00,BTCUSDT-2026-07-09-long,BTCUSDT,long,True,True,win,0.502,take_profit,3
timeout,0.3468,2026-07-11 18:00:00+00:00,-0.064,0.13953488372093034,-0.1441860465116275,2026-07-11 02:15:00+00:00,2026-07-11 12:00:00+00:00,GENIUSUSDT-2026-07-10-long,GENIUSUSDT,long,False,False,win,0.476,manual_close,2
timeout,62437.2,2026-07-14 03:30:00+00:00,-0.265,0.3799592284773389,-0.7600752705033718,2026-07-13 08:45:00+00:00,2026-07-13 18:15:00+00:00,BTCUSDT-2026-07-13-long,BTCUSDT,long,True,True,win,0.789,manual_close,3
timeout,0.2349,2026-07-15 00:15:00+00:00,-0.29,0.3476190476190478,-0.533333333333333,2026-07-14 13:45:00+00:00,2026-07-14 03:15:00+00:00,EIGENUSDT-2026-07-14-long,EIGENUSDT,long,False,True,unknown,,unknown,1
timeout,0.00925,2026-07-15 02:00:00+00:00,0.427,1.2607722439843314,0.08561835478455534,2026-07-14 06:15:00+00:00,2026-07-14 13:30:00+00:00,TRIAUSDT-2026-07-14-long,TRIAUSDT,long,False,False,win,0.65,manual_close,2
timeout,64781.6,2026-07-15 21:30:00+00:00,0.134,0.39778157814822784,-0.5122828328032313,2026-07-15 07:15:00+00:00,2026-07-15 15:45:00+00:00,BTCUSDT-2026-07-15-short,BTCUSDT,short,True,True,win,0.041,manual_close,3
target,64260.0,2026-07-17 18:45:00+00:00,1.055,1.1424545454545427,-0.5408181818181831,2026-07-17 18:45:00+00:00,2026-07-17 13:30:00+00:00,BTCUSDT-2026-07-17-long-scalp,BTCUSDT,long,True,True,win,,take_profit,2
timeout,63942.4,2026-07-18 02:00:00+00:00,0.359,0.5718105620404184,-0.38031572993263724,2026-07-17 18:45:00+00:00,2026-07-17 13:30:00+00:00,BTCUSDT-2026-07-17-long-swing,BTCUSDT,long,True,True,win,1.52,take_profit,3
timeout,555.23,2026-07-19 12:15:00+00:00,0.802,1.7142857142857142,-0.3535714285714318,2026-07-19 08:30:00+00:00,2026-07-18 13:15:00+00:00,ZECUSDT-2026-07-18-long,ZECUSDT,long,False,False,win,1.143,manual_close,3
timeout,65813.4,2026-07-22 07:45:00+00:00,0.222,0.32079600629145205,-0.5377829446761999,2026-07-22 07:30:00+00:00,2026-07-21 14:00:00+00:00,BTCUSDT-2026-07-21-short,BTCUSDT,short,True,False,win,0.887,take_profit,3
target,526.46,2026-07-22 03:45:00+00:00,0.557,1.0856095936042596,-0.2345103264490358,2026-07-22 07:30:00+00:00,2026-07-21 14:00:00+00:00,ZECUSDT-2026-07-21-short,ZECUSDT,short,False,True,win,0.532,take_profit,3
stop,0.09264,2026-07-22 19:15:00+00:00,-1.0,0.12300683371298364,-1.0797266514806385,2026-07-22 12:15:00+00:00,2026-07-22 19:30:00+00:00,ENAUSDT-2026-07-22-short,ENAUSDT,short,False,False,loss,-1.0,stop_loss,3
timeout,1.902,2026-07-24 09:15:00+00:00,0.323,0.4791666666666667,-0.041666666666666664,2026-07-24 07:00:00+00:00,2026-07-23 10:00:00+00:00,NEARUSDT-2026-07-23-long,NEARUSDT,long,False,False,loss,,stop_loss,2
timeout,1.0906,2026-07-24 14:00:00+00:00,-0.244,0.21076233183856516,-0.2810164424514191,2026-07-24 07:00:00+00:00,2026-07-24 13:45:00+00:00,XRPUSDT-2026-07-23-long,XRPUSDT,long,False,True,win,0.018,manual_close,2
target,65500.0,2026-07-24 07:00:00+00:00,0.55,0.7667570709027509,-0.8713676869430453,2026-07-24 07:15:00+00:00,2026-07-24 14:15:00+00:00,BTCUSDT-2026-07-23-long,BTCUSDT,long,True,True,win,0.705,take_profit,3
timeout,5.264,2026-07-25 07:15:00+00:00,-0.331,0.27586206896551746,-0.8793103448275857,2026-07-24 07:30:00+00:00,2026-07-24 14:45:00+00:00,INJUSDT-2026-07-24-long,INJUSDT,long,False,False,loss,,stop_loss,3
timeout,63910.1,2026-07-25 09:15:00+00:00,-0.532,0.5896118197669099,-0.7558961181976684,2026-07-24 10:00:00+00:00,2026-07-24 14:15:00+00:00,BTCUSDT-2026-07-24-long,BTCUSDT,long,True,True,win,0.277,manual_close,3
timeout,572.1,2026-07-26 08:45:00+00:00,0.261,0.3087195600942656,-0.028279654359781078,2026-07-26 07:00:00+00:00,2026-07-25 09:00:00+00:00,BNBUSDT-2026-07-25-long,BNBUSDT,long,False,False,win,0.465,take_profit,3
target,0.035,2026-07-25 12:00:00+00:00,0.683,1.6120218579234933,-0.3497267759562841,2026-07-26 02:15:00+00:00,2026-07-26 05:00:00+00:00,EDUUSDT-2026-07-25-long,EDUUSDT,long,False,True,win,0.705,manual_close,3
target,64500.0,2026-07-27 14:30:00+00:00,0.554,1.7038159633170187,-0.3701717572083656,2026-07-28 01:00:00+00:00,2026-07-27 13:45:00+00:00,BTCUSDT-2026-07-27-short,BTCUSDT,short,True,True,win,0.515,take_profit,3
timeout,469.09,2026-07-28 09:30:00+00:00,1.392,1.4970313825275672,-0.2820186598812545,2026-07-28 06:15:00+00:00,2026-07-27 13:45:00+00:00,ZECUSDT-2026-07-27-short,ZECUSDT,short,False,False,win,0.839,manual_close,3
timeout,63812.2,2026-07-29 02:00:00+00:00,0.375,0.5902740621841759,-0.31032637774210836,2026-07-29 00:00:00+00:00,2026-07-28 13:45:00+00:00,BTCUSDT-2026-07-28-long,BTCUSDT,long,True,False,win,0.874,manual_close,3
timeout,73.82,2026-07-29 11:30:00+00:00,0.166,0.35883905013192674,-0.234828496042217,2026-07-28 15:30:00+00:00,2026-07-28 13:45:00+00:00,SOLUSDT-2026-07-28-long,SOLUSDT,long,False,False,unknown,,unknown,1
timeout,64014.7,2026-07-30 07:30:00+00:00,-0.09,0.34527950310559097,-0.5751552795031056,2026-07-29 09:45:00+00:00,2026-07-29 21:00:00+00:00,BTCUSDT-2026-07-29-long,BTCUSDT,long,True,False,not_taken,,never_filled,3
timeout,64809.9,2026-07-30 13:15:00+00:00,0.79,0.9529504950495038,-0.45821782178217824,2026-07-30 12:00:00+00:00,2026-07-29 21:00:00+00:00,BTCUSDT-2026-07-29-long-2,BTCUSDT,long,True,False,win,0.782,take_profit,3
timeout,63248.1,2026-07-31 13:45:00+00:00,1.095,1.1148750000000018,-0.24456250000000182,2026-07-31 13:45:00+00:00,2026-07-31 01:00:00+00:00,BTCUSDT-2026-07-30-short,BTCUSDT,short,True,False,win,0.5,take_profit,3
stop,62700.0,2026-07-31 14:00:00+00:00,-1.0,0.026477541371157244,-1.2281323877068557,2026-07-31 07:30:00+00:00,2026-07-31 14:00:00+00:00,BTCUSDT-2026-07-31-long,BTCUSDT,long,True,True,loss,-1.0,stop_loss,3
timeout,581.15,2026-08-01 11:00:00+00:00,-0.328,0.5578313253012035,-0.3692771084337342,2026-07-31 13:00:00+00:00,2026-08-01 11:00:00+00:00,BNBUSDT-2026-07-31-long,BNBUSDT,long,False,True,breakeven,0.024,breakeven,2
timeout,0.0954,2026-08-01 13:30:00+00:00,-0.2,0.799999999999999,-0.700000000000001,2026-07-31 15:30:00+00:00,2026-07-31 21:45:00+00:00,ARKMUSDT-2026-07-31-long,ARKMUSDT,long,False,False,win,,manual_close,3
timeout,4.106,2026-08-01 15:30:00+00:00,0.67,1.0700000000000012,-0.6699999999999967,2026-08-01 12:00:00+00:00,2026-07-31 23:30:00+00:00,UNIUSDT-2026-07-31-short,UNIUSDT,short,False,False,win,0.76,take_profit,2
timeout,52.07,2026-08-02 08:15:00+00:00,-0.087,0.17447368421052745,-0.20263157894736752,2026-08-02 03:00:00+00:00,2026-08-01 18:45:00+00:00,HYPEUSDT-2026-08-01-long,HYPEUSDT,long,False,False,win,0.421,take_profit,2
timeout,63361.2,2026-08-02 08:15:00+00:00,0.763,0.995864425065175,-0.2548772813089987,2026-08-02 05:00:00+00:00,2026-08-01 18:30:00+00:00,BTCUSDT-2026-08-01-long,BTCUSDT,long,True,False,win,1.787,take_profit,1
target,487.0,2026-08-02 19:45:00+00:00,0.574,0.9446808510638293,-0.1702127659574468,2026-08-02 21:30:00+00:00,2026-08-02 11:30:00+00:00,ZECUSDT-2026-08-02-long,ZECUSDT,long,False,True,win,0.702,take_profit,3
target,1892.0,2026-08-02 21:30:00+00:00,1.0,1.2166666666666666,-1.1606666666666645,2026-08-02 21:45:00+00:00,2026-08-03 08:30:00+00:00,ETHUSDT-2026-08-02-long,ETHUSDT,long,False,True,win,,take_profit,2
timeout,487.62,2026-08-04 12:30:00+00:00,0.255,0.587272727272728,-0.19727272727272613,2026-08-03 14:15:00+00:00,2026-08-04 01:15:00+00:00,ZECUSDT-2026-08-03-long,ZECUSDT,long,False,True,breakeven,0.0,breakeven,3
timeout,1873.97,2026-08-05 14:30:00+00:00,0.114,0.28983606557377156,-0.2047540983606559,2026-08-05 12:30:00+00:00,2026-08-05 13:30:00+00:00,ETHUSDT-2026-08-04-long,ETHUSDT,long,False,True,win,0.246,manual_close,2
timeout,1906.47,2026-08-06 13:45:00+00:00,0.841,1.3402359739947054,-0.07897905128822477,2026-08-05 18:15:00+00:00,2026-08-05 14:30:00+00:00,ETHUSDT-2026-08-05-long,ETHUSDT,long,False,False,win,0.451,manual_close,2
timeout,1910.66,2026-08-06 18:15:00+00:00,0.311,0.9513333333333321,-0.13133333333333516,2026-08-06 13:00:00+00:00,2026-08-05 20:45:00+00:00,ETHUSDT-2026-08-05-short,ETHUSDT,short,False,False,win,0.933,manual_close,3
timeout,64806.0,2026-08-07 09:15:00+00:00,0.223,0.9356491443795442,0.06363356901321698,2026-08-06 13:15:00+00:00,2026-08-06 15:00:00+00:00,BTCUSDT-2026-08-06-short,BTCUSDT,short,True,True,win,0.988,take_profit,2
stop,0.605,2026-08-07 07:45:00+00:00,-1.0,0.37304347826087003,-1.008695652173913,2026-08-06 22:30:00+00:00,2026-08-07 07:45:00+00:00,TRADOORUSDT-2026-08-06-long,TRADOORUSDT,long,False,True,loss,,stop_loss,3
timeout,0.1338,2026-08-08 13:15:00+00:00,0.057,0.4000000000000032,-0.34285714285713653,2026-08-07 14:45:00+00:00,2026-08-08 09:00:00+00:00,THETAUSDT-2026-08-07-short,THETAUSDT,short,False,True,unknown,,unknown,1
timeout,1921.57,2026-08-08 16:15:00+00:00,0.044,0.7083027185892709,-0.11278471711976243,2026-08-07 17:00:00+00:00,2026-08-08 14:30:00+00:00,ETHUSDT-2026-08-07-short,ETHUSDT,short,False,True,win,0.568,manual_close,3
timeout,0.01401,2026-08-11 13:30:00+00:00,1.697,1.8787878787878733,-0.060606060606063314,2026-08-11 10:15:00+00:00,2026-08-10 14:00:00+00:00,GRTUSDT-2026-08-10-short,GRTUSDT,short,False,False,win,0.424,take_profit,3
timeout,63570.6,2026-08-11 16:15:00+00:00,-0.175,0.51877264667335,-0.2907254644977249,2026-08-11 12:00:00+00:00,2026-08-11 15:30:00+00:00,BTCUSDT-2026-08-10-long,BTCUSDT,long,True,False,win,0.268,manual_close,3
target,1890.0,2026-08-11 11:00:00+00:00,0.561,0.7989590110605055,-0.6675341574495763,2026-08-11 12:00:00+00:00,2026-08-11 15:30:00+00:00,ETHUSDT-2026-08-10-long,ETHUSDT,long,False,True,win,0.567,take_profit,3
timeout,55.883,2026-08-14 15:15:00+00:00,1.147,1.3255813953488387,0.03302325581395256,2026-08-14 14:45:00+00:00,2026-08-13 15:30:00+00:00,HYPEUSDT-2026-08-13-short,HYPEUSDT,short,False,False,win,0.859,take_profit,3
target,499.0,2026-08-15 01:30:00+00:00,0.619,0.6190476190476191,0.0014285714285701293,2026-08-15 01:30:00+00:00,2026-08-14 18:45:00+00:00,ZECUSDT-2026-08-14-long,ZECUSDT,long,False,True,win,0.571,take_profit,3
timeout,4.07,2026-08-15 16:15:00+00:00,0.27,0.4285714285714326,-0.2857142857142837,2026-08-15 13:00:00+00:00,2026-08-14 19:00:00+00:00,ENSUSDT-2026-08-14-long,ENSUSDT,long,False,False,unknown,,unknown,2
timeout,75.25,2026-08-17 01:30:00+00:00,-0.022,0.1695652173913048,-0.5652173913043473,2026-08-16 16:30:00+00:00,2026-08-16 21:30:00+00:00,SOLUSDT-2026-08-16-long,SOLUSDT,long,False,False,win,0.13,manual_close,3
timeout,0.3279,2026-08-18 14:15:00+00:00,1.625,2.2619047619047663,-0.32738095238095305,2026-08-18 05:30:00+00:00,2026-08-17 15:45:00+00:00,WLDUSDT-2026-08-17-short,WLDUSDT,short,False,False,win,0.351,manual_close,3
timeout,64823.9,2026-08-18 15:45:00+00:00,-0.582,0.395222222222219,-0.8421111111111127,2026-08-17 17:15:00+00:00,2026-08-18 14:30:00+00:00,BTCUSDT-2026-08-17-short,BTCUSDT,short,True,False,loss,,stop_loss,1
timeout,511.19,2026-08-19 13:30:00+00:00,-0.487,0.3983739837398352,-0.7487804878048757,2026-08-18 13:45:00+00:00,2026-08-18 15:30:00+00:00,ZECUSDT-2026-08-18-short,ZECUSDT,short,False,True,unknown,,unknown,2
stop,61.5,2026-08-19 15:30:00+00:00,-1.0,0.07976190476190498,-8.79166666666667,2026-08-19 15:15:00+00:00,2026-08-20 09:00:00+00:00,HYPEUSDT-2026-08-19-short,HYPEUSDT,short,False,False,unknown,,,1
breakeven,69111.2,2026-08-20 03:00:00+00:00,0.0,7.969011048235016,-0.3086769064941959,2026-08-21 01:30:00+00:00,2026-08-20 03:00:00+00:00,BTCUSDT-2026-08-20-long,BTCUSDT,long,True,True,win,2.544,take_profit,2
stop,74100.0,2026-08-21 01:15:00+00:00,-1.0,0.7647058823529411,-4.209117647058823,2026-08-20 13:30:00+00:00,2026-08-21 08:45:00+00:00,BTCUSDT-2026-08-20-short,BTCUSDT,short,True,False,loss,,stop_loss,2
stop,0.09106,2026-08-20 17:00:00+00:00,-1.0,0.34259259259259545,-4.490740740740744,2026-08-20 18:30:00+00:00,2026-08-21 15:00:00+00:00,ARBUSDT-2026-08-20-short,ARBUSDT,short,False,True,unknown,,unknown,3
timeout,77187.6,2026-08-22 13:15:00+00:00,-0.062,0.8510000000000016,-0.4388888888888889,2026-08-22 03:30:00+00:00,2026-08-22 05:00:00+00:00,BTCUSDT-2026-08-21-long,BTCUSDT,long,True,True,breakeven,,breakeven,2
